,Address,BuildingType,ComplianceStatus,DataYear,DefaultData,ENERGYSTARScore,LargestPropertyUseType,ListOfAllPropertyUseTypes,Neighborhood,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber
4285," ""914 VIRGINIA ST""",NonResidential,Compliant,2015,No,35.0,K-12 School,K-12 School,DOWNTOWN,K-12 School,SPRUCE STREET SCHOOL,660001365
4286," ""3901 FREMONT AVE N""",Multifamily LR (1-4),Compliant,2015,No,85.0,Multifamily Housing,"Multifamily Housing, Parking",LAKE UNION,Low-Rise Multifamily,BOWDOIN PLACE CONDOMINIUM,1004500000
4287," ""4219 S OTHELLO ST""",Multifamily MR (5-9),Compliant,2015,No,76.0,Multifamily Housing,"Multifamily Housing, Restaurant, Retail Store",SOUTHEAST,Mid-Rise Multifamily,STATION AT OTHELLO PARK,1005000168
4288," ""4740 40TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,LEWISON PLACE APARTMENTS,1025049103
4289," ""5000 NE 50TH ST""",NonResidential,Compliant,2015,No,90.0,Worship Facility,"Parking, Worship Facility",NORTHEAST,Worship Facility,ST BRIDGET CHURCH,1025049150
4290," ""3022 SW BRADFORD ST""",Multifamily LR (1-4),Compliant,2015,No,77.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,BRADFORD COURT CONDOMINIUM,1029900000
4291," ""1400 E PINE ST""",Multifamily MR (5-9),Compliant,2015,No,93.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Mid-Rise Multifamily,BRAEBURN CONDOMINIUM,1036600000
4292," ""2401 SW BRANDON ST""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,DELRIDGE,Low-Rise Multifamily,BRANDON COURT CONDOMINIUM,1041400000
4293," ""6500 52ND AVE S""",NonResidential,Compliant,2015,No,3.0,Worship Facility,Worship Facility,SOUTHEAST,Worship Facility,SEPHARDIC BIKUR HOLIM,1102000351
4294," ""6311 47TH AVE S""",Multifamily LR (1-4),Compliant,2015,Yes,33.0,Multifamily Housing,Multifamily Housing,SOUTHEAST,Low-Rise Multifamily,GARDEN COURT APTS,1105000105
4295," ""4601 S GRAHAM ST""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Non-Refrigerated Warehouse, Parking, Residence Hall/Dormitory",SOUTHEAST,Low-Rise Multifamily,GRAHAM ST APTS,1105000115
4296," ""6727 RAINIER AVE S""",Multifamily LR (1-4),Compliant,2015,No,93.0,Multifamily Housing,Multifamily Housing,SOUTHEAST,Low-Rise Multifamily,BRIGHTON PLACE APTS,1105000460
4297," ""7020 RAINIER AVE S""",Multifamily LR (1-4),Compliant,2015,No,42.0,Multifamily Housing,Multifamily Housing,SOUTHEAST,Low-Rise Multifamily,MYRTLE STREET APTS,1105000900
4298," ""3721 27TH PL W""",Multifamily LR (1-4),Compliant,2015,No,73.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,BRITTANY HOUSE CONDOMINIUM,1116500000
4299," ""538 BROADWAY E""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Medical Office, Multifamily Housing, Office, Parking, Restaurant",EAST,Mid-Rise Multifamily,BRIX,1117050000
4300," ""2417 NW MARKET ST""",NonResidential,Compliant,2015,No,,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office, Other, Retail Store",BALLARD,Mixed Use Property,BALLARD TRANSFER & STORES,1125039009
4301," ""2401 NW MARKET ST""",NonResidential,Compliant,2015,No,,Retail Store,"Medical Office, Multifamily Housing, Office, Restaurant, Retail Store",BALLARD,Mixed Use Property,MARKET STREET HOLDINGS,1125039011
4302," ""6200 60TH AVE NE""",SPS-District K-12,Compliant,2015,Yes,83.0,K-12 School,K-12 School,NORTHEAST,K-12 School,SAND POINT ELEMENTARY (SPS-DISTRICT),1125049134
4303," ""116 11TH AVE E""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,BROADWAY PLAZA CONDOMINIUM,1131000000
4304," ""12556 15TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,68.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,WHITE HEATHER APT BLDG,1133000220
4305," ""12702 15TH AVE NE""",Multifamily LR (1-4),Compliant,2015,Yes,3.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,PINEHURST COURT,1133000225
4306," ""10757 GREENWOOD AVE N""",Multifamily LR (1-4),Compliant,2015,No,38.0,Multifamily Housing,"Multifamily Housing, Parking",NORTHWEST,Low-Rise Multifamily,ARRAGUN APARTMENTS,1139000105
4307," ""10545 GREENWOOD AVE N""",Multifamily LR (1-4),Compliant,2015,Yes,86.0,Multifamily Housing,"Multifamily Housing, Parking",NORTHWEST,Low-Rise Multifamily,NORTHPARK VILLAGE,1139000990
4308," ""4337 15TH AVE NE""",Multifamily MR (5-9),Compliant,2015,No,91.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Mid-Rise Multifamily,MALLOY APTS,1142000015
4309," ""4346 UNIVERSITY WAY NE""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Retail Store",NORTHEAST,Low-Rise Multifamily,BARTELL'S AND APARTMENTS,1142000120
4310," ""4315 UNIVERSITY WAY NE""",NonResidential,Compliant,2015,Yes,64.0,Retail Store,Retail Store,NORTHEAST,Retail Store,RETAIL,1142000160
4311," ""1301 NE 45TH ST""",NonResidential,Compliant,2015,No,,Other - Entertainment/Public Assembly,"Multifamily Housing, Other - Entertainment/Public Assembly",NORTHEAST,Other,NEPTUNE THEATER,1142000235
4312," ""4311 12TH AVE NE""",NonResidential,Compliant,2015,No,69.0,Hotel,Hotel,NORTHEAST,Hotel,THE COLLEGIANA (UW MED),1142000445
4313," ""1120 NE 43RD ST""",Multifamily LR (1-4),Compliant,2015,No,88.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,LA MIRADA APARTMENTS,1142000450
4314," ""4225 11TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,80.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,CARLSTROM APARTMENTS,1142000670
4315," ""4231 12TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,69.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,FORDE APARTMENTS,1142000805
4316," ""4214 11TH AVE NE""",Multifamily MR (5-9),Compliant,2015,No,99.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Mid-Rise Multifamily,ESCOLIER APARTMENTS,1142000860
4317," ""4203 BROOKLYN AVE NE""",Multifamily LR (1-4),Compliant,2015,No,51.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,WELLESLEY APARTMENTS,1142000955
4318," ""1304 NE 42ND ST""",Multifamily LR (1-4),Compliant,2015,No,92.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,STANFORD APARTMENTS,1142001090
4319," ""4210 BROOKLYN AVE NE""",Multifamily LR (1-4),Compliant,2015,No,88.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,CAMPUS APT,1142001100
4320," ""1305 NE 43RD ST""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Medical Office, Multifamily Housing, Other - Restaurant/Bar",NORTHEAST,Mid-Rise Multifamily,UNIVERSITY MANOR APARTMENTS,1142001140
4321," ""1415 NE 43RD ST""",NonResidential,Compliant,2015,No,19.0,Worship Facility,"Other, Worship Facility",NORTHEAST,Worship Facility,UNIVERSITY METHODIST TEMPLE,1142001145
4322," ""4200 UNIVERSITY WAY NE""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Retail Store",NORTHEAST,Low-Rise Multifamily,LA PAZ APARTMENTS WITH STREET LEVEL RETAIL,1142001210
4323," ""4106 BROOKLYN AVE NE""",NonResidential,Compliant,2015,No,16.0,Residence Hall/Dormitory,"Parking, Residence Hall/Dormitory",NORTHEAST,Residence Hall/Dormitory,BROOKLYN PLAZA DORM,1142001455
4324," ""4120 BROOKLYN AVE NE""",Multifamily LR (1-4),Compliant,2015,No,83.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,COHO APARTMENTS,1142001475
4325," ""4131 BROOKLYN AVE NE""",Multifamily LR (1-4),Compliant,2015,No,83.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,MAVERICK APT,1142001535
4326," ""4115 BROOKLYN AVE NE""",Multifamily LR (1-4),Compliant,2015,No,88.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,TYEE APARTMENTS,1142001560
4327," ""4105 BROOKLYN AVE NE""",Multifamily LR (1-4),Compliant,2015,No,85.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,LEVERE APTS,1142001570
4328," ""4145 11TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,91.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,LEE AND LEE APARTMENTS,1142001770
4329," ""4131 11TH AVE NE""",Multifamily MR (5-9),Compliant,2015,No,88.0,Multifamily Housing,"Multifamily Housing, Parking",NORTHEAST,Mid-Rise Multifamily,COLLEGE PLACE APARTMENTS,1142001780
4330," ""4301 ROOSEVELT WAY NE""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Retail Store",NORTHEAST,Mid-Rise Multifamily,TRINITY APARTMENTS,1145000070
4331," ""905 NE 45TH ST""",Multifamily MR (5-9),Compliant,2015,No,76.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Mid-Rise Multifamily,THE KENNEDY BUILDING,1145000155
4332," ""4115 ROOSEVELT WAY NE""",Multifamily MR (5-9),Compliant,2015,No,91.0,Multifamily Housing,"Multifamily Housing, Parking",NORTHEAST,Mid-Rise Multifamily,ALLEGRO 1 APARTMENTS,1145000325
4333," ""4060 9TH AVE NE""",Multifamily MR (5-9),Compliant,2015,No,100.0,Multifamily Housing,"Multifamily Housing, Parking",NORTHEAST,Mid-Rise Multifamily,ALLEGRO II   (53 UNITS PLUS RETAIL),1145000525
4334," ""10800 ROOSEVELT WAY NE""",Multifamily LR (1-4),Compliant,2015,No,46.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,CARIBBEAN MANOR APT'S,1160000005
4335," ""5016 CALIFORNIA AVE SW""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Medical Office, Multifamily Housing, Parking",SOUTHWEST,Mid-Rise Multifamily,BROXTON CONDOMINIUM,1165200000
4336," ""9001 GREENWOOD AVE N""",Multifamily MR (5-9),Compliant,2015,Yes,23.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Mid-Rise Multifamily,LICTONWOOD APT SEATTLE HOUSING,1172000025
4337," ""2850 NW 56TH ST""",Multifamily LR (1-4),Compliant,2015,No,85.0,Multifamily Housing,Multifamily Housing,BALLARD,Low-Rise Multifamily,TELEMARK APTS,1175000630
4338," ""2839 NW 56TH ST""",Multifamily LR (1-4),Compliant,2015,No,75.0,Multifamily Housing,"Multifamily Housing, Parking",BALLARD,Low-Rise Multifamily,FAIRHAVEN APTS,1175000904
4339," ""3033 CALIFORNIA AVE SW""",Multifamily LR (1-4),Compliant,2015,Yes,26.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,ISLAND VIEW APTS,1501800015
4340," ""13730 15TH AVE NE""",Multifamily LR (1-4),Compliant,2015,Yes,68.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,CHAMBERY PARK CONDOMINIUM,1508400000
4341," ""910 MARION ST""",NonResidential,Compliant,2015,No,93.0,Residence Hall/Dormitory,"Office, Residence Hall/Dormitory",EAST,Residence Hall/Dormitory,CHANCERY PLACE APARTMENTS,1510600000
4342," ""2632 NE 80TH ST""",NonResidential,Compliant,2015,No,58.0,Worship Facility,Worship Facility,NORTHEAST,Worship Facility,TEMPLE BETH AM,1513800009
4343," ""8000 25TH AVE NE""",Campus,Compliant,2015,No,51.0,K-12 School,K-12 School,NORTHEAST,K-12 School,UNIVERSITY PREPARATORY ACADEMY - CAMPUS,1513800010
4344," ""1201 BOYLSTON AVE""",Multifamily MR (5-9),Compliant,2015,No,85.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Mid-Rise Multifamily,CHARBONNEAU CONDOMINIUM,1522500000
4345," ""3913 NE 45TH ST""",Multifamily LR (1-4),Compliant,2015,No,96.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,LAURELHURST APTS,1525049011
4346," ""505 W MERCER PL""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,CHATILLON,1532000000
4347," ""10321 MERIDIAN AVE N""",Multifamily LR (1-4),Compliant,2015,No,36.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,Arabelle Apartments,1562400000
4348," ""6910 CALIFORNIA AVE SW""",Multifamily LR (1-4),Compliant,2015,No,87.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,CINNAMON RIDGE CONDOMINIUM,1592100000
4349," ""2040 13TH AVE W""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,CITADEL THE CONDOMINIUM,1594000000
4350," ""1504 AURORA AVE N""",Multifamily MR (5-9),Compliant,2015,No,82.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,CITISCAPE CONDOMINIUM,1594300000
4351," ""2349 HARBOR AVE SW""",Multifamily LR (1-4),Compliant,2015,No,99.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,CITY LIGHTS ON HARBOR CONDOMINIUM,1595200000
4352," ""2157 N NORTHLAKE WAY""",NonResidential,Compliant,2015,No,83.0,Office,Office,LAKE UNION,Small- and Mid-Sized Office,EMERALD LANDING I,4088801740
4353," ""2000 4TH AVE""",NonResidential,Compliant,2015,No,9.0,Hotel,"Hotel, Restaurant",DOWNTOWN,Hotel,HOTEL ANDRA,1604500000
4354," ""3200 23RD AVE S""",SPS-District K-12,Compliant,2015,Yes,81.0,K-12 School,K-12 School,GREATER DUWAMISH,K-12 School,KIMBALL ELEMENTARY SCHOOL (SPS-DISTRICT),1624049006
4355," ""2821 S WALDEN ST""",Multifamily LR (1-4),Compliant,2015,No,97.0,Senior Care Community,"Parking, Senior Care Community",SOUTHEAST,Senior Care Community,WASHINGTON CARE CENTER,1624049040
4356," ""3021 SW BRADFORD ST""",Multifamily LR (1-4),Compliant,2015,No,86.0,Multifamily Housing,"Multifamily Housing, Parking",SOUTHWEST,Low-Rise Multifamily,CITY VIEWS APTS,1324039102
4357," ""801 NW 42ND ST""",NonResidential,Compliant,2015,No,,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office",BALLARD,Mixed Use Property,MARINE BUSINESS CENTER,1325039001
4358," ""965 W NICKERSON ST""",Multifamily LR (1-4),Compliant,2015,No,99.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,CANAL PLACE CONDOMINIUM,1327000000
4359," ""5440 LEARY AVE NW""",Multifamily MR (5-9),Compliant,2015,No,93.0,Multifamily Housing,"Multifamily Housing, Retail Store",BALLARD,Mid-Rise Multifamily,CANAL STATION CONDOMINIUM,1327100000
4360," ""5450 LEARY AVE NW""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Retail Store",BALLARD,Mid-Rise Multifamily,CANAL STATION NORTH CONDOMINIUM,1327150000
4361," ""3317 3RD AVE S""",NonResidential,Compliant,2015,No,,Social/Meeting Hall,"Office, Social/Meeting Hall",GREATER DUWAMISH,Other,D W CLOSE CO,1327300004
4362," ""1018 1ST AVE""",NonResidential,Compliant,2015,No,82.0,Office,"Office, Other",DOWNTOWN,Small- and Mid-Sized Office,HOLYOKE BUILDING,939000515
4363," ""1012 1ST AVE""",NonResidential,Compliant,2015,No,,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Retail Store",DOWNTOWN,Non-Refrigerated Warehouse,MEAVES BUILDING,939000530
4364," ""315 SENECA ST""",NonResidential,Compliant,2015,No,97.0,Hotel,Hotel,DOWNTOWN,Hotel,HOTEL SEATTLE,942000120
4365," ""1105 6TH AVE""",NonResidential,Compliant,2015,No,,Social/Meeting Hall,Social/Meeting Hall,DOWNTOWN,Other,WOMENS UNIVERSITY CLUB,942000255
4366," ""901 6TH AVE""",Multifamily MR (5-9),Compliant,2015,Yes,99.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,DOVER APTS,942000460
4367," ""811 5TH AVE""",NonResidential,Compliant,2015,No,,Performing Arts,Performing Arts,DOWNTOWN,Other,FIRST UNITED METHODIST CHURCH,942000530
4368," ""317 MARION ST""",Multifamily LR (1-4),Compliant,2015,No,36.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Low-Rise Multifamily,PACIFIC HOTEL/APTS,942000555
4369," ""410 4TH AVE""",NonResidential,Compliant,2015,No,91.0,Hotel,Hotel,DOWNTOWN,Hotel,REYNOLDS WORK RELEASE FACILITY,942001120
4370," ""312 NW 85TH ST""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Parking",NORTHWEST,Low-Rise Multifamily,CATE APTS (LOW INCOME),945000680
4371," ""4152 42ND AVE SW""",NonResidential,Compliant,2015,No,89.0,K-12 School,K-12 School,SOUTHWEST,K-12 School,HOLY ROSARY SCHOOL,952002500
4372," ""4100 SW GENESEE ST""",NonResidential,Compliant,2015,No,99.0,K-12 School,K-12 School,SOUTHWEST,K-12 School,SEATTLE LUTHERAN HIGH SCHOOL,952002655
4373," ""4456 42ND AVE SW""",NonResidential,Compliant,2015,No,58.0,Worship Facility,"K-12 School, Worship Facility",SOUTHWEST,Worship Facility,HOPE LUTHERAN CHURCH,952005960
4374," ""4520 CALIFORNIA AVE SW""",NonResidential,Compliant,2015,No,,Office,"Office, Restaurant, Retail Store",SOUTHWEST,Mixed Use Property,LYON'S ANTIQUE MALL-WINDEREMERE-GARLIC JIMS,952006290
4375," ""4546 CALIFORNIA AVE SW""",NonResidential,Compliant,2015,No,,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office, Other - Recreation, Restaurant",SOUTHWEST,Mixed Use Property,MATADOR/JAK'S GRILL/8 LIMBS YOGA/FITNESS TOGETHER,952006350
4376," ""4539 42ND AVE SW""",Multifamily MR (5-9),Compliant,2015,No,60.0,Multifamily Housing,"Multifamily Housing, Parking",SOUTHWEST,Mid-Rise Multifamily,ALASKA HOUSE,952006465
4377," ""4550 42ND AVE SW""",Multifamily MR (5-9),Compliant,2015,Yes,33.0,Multifamily Housing,"Multifamily Housing, Office, Retail Store, Supermarket/Grocery Store",SOUTHWEST,Mid-Rise Multifamily,CAPCO PLAZA (Altamira Apartments & QFC),952006755
4378," ""4505 39TH AVE SW""",NonResidential,Compliant,2015,No,,Other - Recreation,"Other - Recreation, Parking, Restaurant",SOUTHWEST,Other,West Seattle Bowl / Highstrike Grill,952007220
4379," ""4545 FAUNTLEROY WAY SW""",NonResidential,Compliant,2015,No,100.0,Supermarket/Grocery Store,Supermarket/Grocery Store,SOUTHWEST,Supermarket/Grocery Store,TRADER JOE'S,952007370
4380," ""4550 38TH AVE SW""",Multifamily MR (5-9),Compliant,2015,No,92.0,Multifamily Housing,"Multifamily Housing, Parking",SOUTHWEST,Mid-Rise Multifamily,LINK APARTMENTS,952007715
4381," ""4515 36TH AVE SW""",NonResidential,Compliant,2015,No,,Fitness Center/Health Club/Gym,"Fitness Center/Health Club/Gym, Swimming Pool",SOUTHWEST,Other,WEST SEATTLE FAMILY YMCA,952007845
4382," ""4600 37TH AVE SW""",NonResidential,Compliant,2015,No,62.0,Office,Office,SOUTHWEST,Small- and Mid-Sized Office,SK FOOD GROUP/LSG SKY CHEF,952007920
4383," ""4500 36TH AVE SW""",Multifamily LR (1-4),Compliant,2015,Yes,11.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,BARI APTS,952008120
4384," ""4511 35TH AVE SW""",Multifamily LR (1-4),Compliant,2015,No,72.0,Multifamily Housing,"Multifamily Housing, Parking",SOUTHWEST,Low-Rise Multifamily,FAIRWAY APARTMENT,952008240
4385," ""4611 35TH AVE SW""",Multifamily MR (5-9),Compliant,2015,No,42.0,Multifamily Housing,"Multifamily Housing, Parking, Senior Care Community",SOUTHWEST,Mixed Use Property,Brookdale West Seattle,952008285
4386," ""230 23RD AVE E""",Multifamily LR (1-4),Compliant,2015,No,85.0,Multifamily Housing,Multifamily Housing,CENTRAL,Low-Rise Multifamily,ADELPHI APTS,955000005
4387," ""109 23RD AVE E""",Multifamily LR (1-4),Compliant,2015,No,65.0,Multifamily Housing,"Multifamily Housing, Parking",CENTRAL,Low-Rise Multifamily,ELIZABETH JAMES HOUSE,955000480
4388," ""2701 3RD AVE W""",Multifamily LR (1-4),Compliant,2015,No,77.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,THE PARKER APTS,976000335
4389," ""12701 LAKE CITY WAY NE""",NonResidential,Compliant,2015,No,,Supermarket/Grocery Store,"Food Service, Other - Services, Retail Store, Supermarket/Grocery Store",NORTH,Mixed Use Property,LAKE CITY CENTER,1453600540
4390," ""12740 30TH AVE NE""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Parking",NORTH,Mid-Rise Multifamily,CEDAR PARK APARTMENTS,1453600660
4391," ""12535 LAKE CITY WAY NE""",NonResidential,Compliant,2015,No,,Other,"Other, Retail Store",NORTH,Other,CASCADE BUILDING,1453600740
4392," ""12546 33RD AVE NE""",Multifamily MR (5-9),Compliant,2015,Yes,23.0,Multifamily Housing,Multifamily Housing,NORTH,Mid-Rise Multifamily,LAKE CITY HOUSE,1453601041
4393," ""12508 LAKE CITY WAY NE""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",NORTH,Mid-Rise Multifamily,CITY NORTH APTS (FORMERLY REKHI BUILDING),1453601220
4394," ""12736 LAKE CITY WAY NE""",Multifamily MR (5-9),Compliant,2015,No,79.0,Multifamily Housing,"Multifamily Housing, Parking",NORTH,Mid-Rise Multifamily,SOLARA APTS,1453601380
4395," ""12528 35TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,67.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,SPRING LAKE APTS,1453602441
4396," ""13224 37TH AVE NE""",SPS-District K-12,Compliant,2015,No,,Other,Other,NORTH,Other,CEDAR PARK ELEMENTARY (SPS-DISTRICT),1454100350
4397," ""750 N 143RD ST""",Multifamily LR (1-4),Compliant,2015,No,72.0,Multifamily Housing,"Multifamily Housing, Parking",NORTHWEST,Low-Rise Multifamily,CEDAR POINTE OF SEATTLE CONDOMINIUM,1459950000
4398," ""2615 1ST AVE""",Multifamily MR (5-9),Compliant,2015,Yes,27.0,Multifamily Housing,"Multifamily Housing, Parking, Restaurant",DOWNTOWN,Mid-Rise Multifamily,CEDARS APARTMENTS (BELLTOWN),1472350000
4399," ""700 S HOMER ST""",NonResidential,Compliant,2015,No,30.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,CENTRAL PARK,1486300005
4400," ""2101 E YESLER WAY""",NonResidential,Compliant,2015,No,26.0,Medical Office,Medical Office,CENTRAL,Medical Office,SEATTLE CHILDREN'S HOSPITAL  (ODESSA BROWN CHILDREN'S CLINIC),1493600000
4401," ""4721 CALIFORNIA AVE SW""",NonResidential,Compliant,2015,No,,Other - Mall,"Other - Mall, Restaurant",SOUTHWEST,Other,NW ART AND FRAME/HUSKY ICE CREAM,1495300045
